country,violence,age,age_first,duration,urban,edu,n_children,employ_paid,own_house,own_land,att_wb,fam_ipv,part_age,part_edu,alcohol,wealth_idx,telephone_yes
IA,1,30,14.0,15.0,1,3,1,1,0,0,0,0,35.0,7.0,0,1,0
IA,0,17,14.0,2.0,1,7,1,0,0,0,0,0,30.0,0.0,0,1,0
IA,0,42,15.0,26.0,1,0,0,1,0,0,1,0,43.0,0.0,0,3,0
IA,0,42,23.0,18.0,0,8,0,0,0,0,1,0,46.0,10.0,0,2,0
IA,0,34,20.0,13.0,0,12,2,0,0,0,0,0,33.0,17.0,0,3,0
IA,1,32,16.0,15.0,0,7,0,0,0,0,1,0,35.0,9.0,0,1,0
IA,0,32,11.0,20.0,0,9,0,0,0,0,1,0,35.0,12.0,0,3,0
IA,0,38,17.0,20.0,0,9,0,0,0,0,1,0,40.0,12.0,0,2,0
IA,0,33,17.0,15.0,0,7,2,0,0,0,0,0,35.0,7.0,0,1,0
IA,0,28,25.0,3.0,1,18,0,0,0,0,0,0,32.0,15.0,0,4,0
IA,0,33,19.0,13.0,1,10,0,1,0,0,1,0,38.0,10.0,0,4,0
IA,0,47,18.0,29.0,1,9,0,1,0,0,1,0,52.0,10.0,0,4,0
IA,0,42,29.0,12.0,1,15,0,0,0,0,0,0,46.0,17.0,0,4,0
IA,0,30,19.0,11.0,1,16,1,0,0,0,1,0,34.0,15.0,0,4,0
IA,0,32,13.0,18.0,0,0,0,1,0,0,0,0,35.0,0.0,0,2,0
IA,0,38,21.0,16.0,0,2,0,0,0,0,0,0,39.0,12.0,0,1,0
IA,0,25,20.0,5.0,1,10,1,0,1,1,0,0,25.0,10.0,0,4,0
IA,1,29,20.0,9.0,1,7,0,0,0,0,0,1,30.0,11.0,0,4,0
IA,0,41,25.0,16.0,1,5,0,1,1,0,0,0,45.0,9.0,0,4,0
IA,0,42,26.0,16.0,1,9,0,0,1,1,0,0,45.0,0.0,0,3,0
IA,0,35,23.0,12.0,1,10,0,0,0,0,0,0,37.0,15.0,0,4,0
IA,1,30,15.0,15.0,1,5,0,0,0,0,0,0,33.0,8.0,0,4,0
IA,0,43,27.0,16.0,1,10,0,0,1,0,0,0,45.0,8.0,0,4,0
IA,1,38,17.0,21.0,1,10,0,0,0,0,0,0,40.0,15.0,0,3,0
IA,0,34,21.0,12.0,1,7,0,0,1,1,0,0,39.0,4.0,0,3,0
IA,0,28,26.0,2.0,1,0,1,0,1,1,0,0,29.0,0.0,0,1,0
IA,0,35,18.0,17.0,1,0,1,0,1,1,0,0,40.0,9.0,0,2,0
IA,1,40,16.0,24.0,0,0,0,1,0,0,0,0,42.0,0.0,1,2,0
IA,0,39,18.0,21.0,0,9,0,1,0,0,0,0,48.0,9.0,0,3,0
IA,0,32,16.0,16.0,0,8,0,0,0,0,1,1,36.0,10.0,1,3,0
IA,0,30,16.0,14.0,0,7,0,0,0,0,0,1,32.0,9.0,0,2,0
IA,0,48,18.0,30.0,0,10,0,0,1,1,0,0,51.0,10.0,0,3,0
IA,0,32,22.0,10.0,0,7,0,0,1,0,0,1,42.0,10.0,0,4,0
IA,0,41,17.0,24.0,0,3,0,0,0,0,0,0,45.0,3.0,0,1,0
IA,0,25,17.0,7.0,0,0,2,0,1,1,0,0,26.0,9.0,0,1,0
IA,0,43,17.0,26.0,0,4,1,0,0,0,0,0,44.0,0.0,0,1,0
IA,0,21,19.0,1.0,0,10,1,0,1,1,0,0,25.0,9.0,0,1,0
IA,0,18,17.0,1.0,0,10,3,0,1,1,0,0,18.0,4.0,0,2,0
IA,0,21,21.0,0.0,0,7,0,0,0,0,0,0,21.0,10.0,0,3,0
IA,0,31,11.0,19.0,0,0,0,0,1,1,0,0,33.0,3.0,0,1,0
IA,0,33,18.0,15.0,0,0,0,0,1,1,0,0,44.0,2.0,0,1,0
IA,0,22,22.0,0.0,0,0,1,0,0,0,0,0,24.0,12.0,0,1,0
IA,0,26,12.0,13.0,1,3,1,0,0,0,0,0,30.0,9.0,0,4,0
IA,0,22,20.0,2.0,1,0,0,1,0,0,0,0,25.0,0.0,0,1,0
IA,1,30,15.0,14.0,1,0,0,0,0,0,0,0,33.0,12.0,0,2,0
IA,1,28,16.0,12.0,1,7,2,0,0,0,1,0,32.0,12.0,0,1,0
IA,0,35,17.0,18.0,1,7,0,1,0,0,0,0,39.0,9.0,0,3,0
IA,1,33,17.0,15.0,1,0,0,1,0,0,0,1,36.0,7.0,0,3,0
IA,0,32,17.0,14.0,0,9,0,1,0,1,1,0,30.0,10.0,0,3,0
IA,0,31,29.0,2.0,0,9,1,0,1,1,0,0,29.0,2.0,0,0,0
IA,1,21,17.0,3.0,0,0,3,0,1,1,0,0,22.0,12.0,0,1,0
IA,1,27,14.0,13.0,0,0,2,0,1,1,1,0,29.0,7.0,0,1,0
IA,0,30,25.0,5.0,0,8,1,0,0,0,1,0,33.0,11.0,0,4,0
IA,0,33,23.0,9.0,0,14,1,1,1,1,0,0,33.0,12.0,0,3,0
IA,0,40,12.0,28.0,0,0,1,1,0,0,1,0,38.0,9.0,0,1,0
IA,0,23,18.0,4.0,0,12,1,0,0,0,1,0,27.0,15.0,0,4,0
IA,0,31,21.0,9.0,0,12,0,0,1,1,0,0,33.0,20.0,0,3,0
IA,0,22,20.0,1.0,0,13,0,1,0,0,1,0,24.0,13.0,0,1,0
IA,0,36,19.0,16.0,0,10,0,1,1,1,0,0,38.0,12.0,0,2,0
IA,0,23,22.0,0.0,0,15,0,0,0,0,1,0,22.0,15.0,0,4,0
IA,1,25,17.0,7.0,0,9,1,1,1,1,1,0,24.0,9.0,0,1,0
IA,0,30,16.0,14.0,1,0,0,0,1,1,1,0,35.0,0.0,0,3,0
IA,0,45,21.0,24.0,1,0,0,0,1,1,0,0,50.0,0.0,0,0,0
IA,0,25,19.0,6.0,1,7,2,0,1,1,0,0,24.0,10.0,0,2,0
IA,0,31,17.0,14.0,1,0,0,0,1,0,0,0,40.0,0.0,0,2,0
IA,1,30,15.0,15.0,1,0,0,0,1,1,1,0,35.0,7.0,1,2,0
IA,0,37,15.0,22.0,1,6,0,0,1,1,0,0,39.0,6.0,0,3,0
IA,0,30,17.0,13.0,1,0,1,0,1,0,0,0,35.0,2.0,0,2,0
IA,0,33,27.0,6.0,1,19,1,0,0,0,0,0,32.0,17.0,0,3,0
IA,0,27,18.0,9.0,1,7,1,0,0,0,0,0,37.0,7.0,0,3,0
IA,0,40,13.0,27.0,1,17,1,0,0,0,0,0,41.0,17.0,0,4,1
IA,0,32,26.0,6.0,1,12,2,0,0,0,0,1,34.0,10.0,0,4,0
IA,0,40,18.0,22.0,1,4,0,0,0,0,0,0,42.0,12.0,0,3,0
IA,1,36,20.0,16.0,1,4,0,0,0,0,0,0,38.0,15.0,0,3,0
IA,0,27,24.0,2.0,1,11,0,1,1,0,0,0,29.0,12.0,0,4,0
IA,1,36,19.0,17.0,1,9,1,0,0,0,1,1,38.0,10.0,0,3,0
IA,0,21,17.0,4.0,1,8,3,0,0,0,0,0,26.0,15.0,0,4,0
IA,0,21,14.0,7.0,1,7,5,0,0,0,0,0,23.0,10.0,0,4,0
IA,0,31,24.0,7.0,1,15,1,1,0,0,0,1,34.0,17.0,0,4,0
IA,0,20,19.0,1.0,1,15,0,0,0,0,0,0,26.0,17.0,0,4,0
IA,0,35,19.0,16.0,0,7,0,0,1,1,0,0,37.0,7.0,0,2,0
IA,1,35,19.0,16.0,0,7,0,0,1,1,0,0,37.0,8.0,0,2,0
IA,1,37,26.0,11.0,0,0,1,0,0,0,0,1,39.0,7.0,1,2,0
IA,1,31,16.0,15.0,0,7,0,0,0,0,0,0,33.0,9.0,0,2,0
IA,0,26,21.0,5.0,0,10,1,0,0,0,0,1,30.0,15.0,0,2,0
IA,0,31,26.0,5.0,0,4,1,0,1,1,0,0,32.0,10.0,0,2,0
IA,0,42,26.0,16.0,0,0,0,0,1,1,0,0,40.0,3.0,0,2,0
IA,0,32,16.0,16.0,0,0,0,0,1,1,0,0,35.0,7.0,0,2,0
IA,0,35,13.0,21.0,0,0,0,0,0,0,1,1,37.0,6.0,0,2,0
IA,0,27,19.0,8.0,0,0,1,0,0,0,0,1,28.0,9.0,0,0,0
IA,0,40,19.0,21.0,0,0,0,0,0,0,0,0,42.0,10.0,0,3,0
IA,0,35,19.0,16.0,0,0,3,0,1,1,0,0,37.0,7.0,0,2,0
IA,0,18,17.0,0.0,0,12,0,0,0,0,0,0,20.0,12.0,0,3,0
IA,0,27,17.0,10.0,0,7,1,1,0,0,0,0,30.0,7.0,0,2,0
IA,0,32,17.0,15.0,0,0,1,0,1,1,0,0,33.0,0.0,0,2,0
IA,0,40,26.0,14.0,0,0,0,0,0,0,0,0,40.0,9.0,0,2,0
IA,0,35,18.0,17.0,0,5,0,0,1,1,0,0,37.0,0.0,0,2,0
IA,0,32,19.0,13.0,0,0,0,0,1,1,0,0,37.0,7.0,0,3,0
IA,0,34,17.0,16.0,0,0,0,0,0,0,0,0,39.0,4.0,0,3,0
IA,1,36,22.0,14.0,1,12,1,0,0,0,1,1,39.0,4.0,0,3,0
IA,0,37,17.0,20.0,1,9,1,0,0,0,1,0,37.0,9.0,0,4,0
IA,1,40,18.0,22.0,1,5,0,0,0,0,1,0,67.0,9.0,0,4,0
IA,1,22,19.0,2.0,1,12,0,0,0,0,1,0,40.0,10.0,1,4,0
IA,1,36,17.0,19.0,1,10,0,0,0,0,0,0,42.0,16.0,0,4,0
IA,0,29,20.0,8.0,1,15,1,0,0,0,1,0,34.0,15.0,0,4,0
IA,0,23,20.0,3.0,1,5,2,0,0,0,0,0,31.0,8.0,0,3,0
IA,1,21,20.0,1.0,1,7,2,1,0,0,0,0,22.0,7.0,0,4,0
IA,0,31,14.0,16.0,1,0,0,1,0,0,0,0,35.0,0.0,1,2,0
IA,0,45,22.0,23.0,1,11,0,1,0,0,0,0,50.0,7.0,0,3,0
IA,0,25,23.0,1.0,1,5,0,1,0,0,1,0,26.0,5.0,0,2,0
IA,0,33,19.0,14.0,1,10,0,1,0,0,0,0,38.0,6.0,0,3,0
IA,0,18,16.0,2.0,1,0,2,0,0,0,1,0,19.0,10.0,0,4,0
IA,0,28,15.0,12.0,0,7,0,0,0,0,0,0,36.0,7.0,0,3,0
IA,0,38,18.0,20.0,0,3,0,0,0,0,0,0,39.0,7.0,0,0,0
IA,1,32,14.0,17.0,0,5,1,0,0,0,0,0,34.0,7.0,0,3,0
IA,0,40,18.0,21.0,0,0,1,0,0,0,0,0,41.0,6.0,0,2,0
IA,0,24,13.0,10.0,0,10,2,1,0,0,0,0,23.0,11.0,0,3,0
IA,1,40,18.0,21.0,0,0,0,0,0,0,1,0,40.0,9.0,0,2,0
IA,1,20,17.0,2.0,0,10,1,1,0,0,0,0,22.0,10.0,0,2,0
IA,1,40,18.0,21.0,0,0,0,0,0,0,1,0,41.0,10.0,0,0,0
IA,0,43,15.0,27.0,0,0,0,0,0,0,0,0,44.0,5.0,0,2,0
IA,0,24,19.0,4.0,0,7,1,0,0,0,0,0,26.0,8.0,0,1,0
IA,0,31,20.0,10.0,0,3,3,0,0,0,0,0,34.0,9.0,0,2,0
IA,1,28,20.0,8.0,0,6,2,1,0,0,1,1,33.0,7.0,0,0,0
IA,0,38,17.0,21.0,0,0,0,0,0,0,0,0,39.0,8.0,0,2,0
IA,0,29,16.0,12.0,0,7,0,1,0,0,0,0,30.0,10.0,0,3,0
IA,0,30,16.0,14.0,0,6,1,0,0,0,1,0,34.0,10.0,0,2,0
IA,0,29,20.0,9.0,1,12,1,1,0,0,0,0,32.0,8.0,0,4,0
IA,0,32,27.0,4.0,1,8,2,0,0,0,0,0,30.0,8.0,0,4,0
IA,0,29,25.0,4.0,1,12,1,0,1,0,0,0,30.0,8.0,0,4,0
IA,1,41,22.0,19.0,1,9,0,0,1,0,0,1,50.0,6.0,0,4,0
IA,0,31,30.0,0.0,1,10,0,0,0,0,0,0,32.0,17.0,0,4,0
IA,0,31,21.0,9.0,1,10,0,0,0,0,1,0,37.0,17.0,0,4,0
IA,1,36,20.0,16.0,1,7,0,1,0,0,0,0,38.0,12.0,0,3,0
IA,0,20,20.0,0.0,1,12,0,1,0,0,0,0,25.0,14.0,0,4,0
IA,0,40,24.0,16.0,1,7,0,0,1,1,0,0,42.0,11.0,0,4,0
IA,0,43,27.0,16.0,1,10,0,0,1,1,0,0,47.0,0.0,1,2,0
IA,0,36,20.0,16.0,1,8,0,0,0,0,0,0,36.0,9.0,0,3,0
IA,0,42,22.0,19.0,0,11,0,0,0,0,0,0,46.0,9.0,0,4,0
IA,0,32,21.0,10.0,0,19,1,1,0,0,0,0,40.0,15.0,0,4,0
IA,0,45,19.0,25.0,0,12,0,0,0,0,0,0,54.0,9.0,0,4,0
IA,0,39,23.0,16.0,0,17,0,1,1,0,0,0,41.0,12.0,0,3,0
IA,0,24,20.0,3.0,0,10,0,0,0,0,0,0,27.0,10.0,0,2,0
IA,0,34,19.0,14.0,0,8,1,0,0,0,0,0,47.0,9.0,0,3,0
IA,0,22,21.0,1.0,0,15,0,0,0,0,0,0,26.0,10.0,0,3,0
IA,0,44,17.0,26.0,1,0,0,0,0,0,0,0,50.0,0.0,1,3,0
IA,0,31,20.0,10.0,1,3,0,0,0,0,1,0,35.0,0.0,0,4,0
IA,1,25,17.0,7.0,1,0,1,1,0,0,1,0,35.0,8.0,0,2,0
IA,0,24,15.0,8.0,1,0,1,1,0,0,1,0,26.0,0.0,0,2,0
IA,1,27,19.0,8.0,1,0,1,0,0,0,1,0,35.0,0.0,1,2,0
IA,0,41,15.0,26.0,1,0,0,1,0,0,1,0,47.0,2.0,0,3,0
IA,1,19,16.0,3.0,1,0,1,0,0,0,1,0,18.0,8.0,0,2,0
IA,0,25,20.0,4.0,1,6,1,0,0,0,1,0,25.0,10.0,0,3,0
IA,0,30,22.0,8.0,1,15,1,0,0,0,0,1,32.0,17.0,0,4,0
IA,0,37,21.0,16.0,1,8,0,0,1,0,0,0,39.0,9.0,0,3,0
IA,1,30,22.0,8.0,1,12,1,0,0,0,0,1,32.0,15.0,0,4,0
IA,0,46,21.0,25.0,1,10,0,0,0,0,0,0,52.0,12.0,0,4,0
IA,0,20,19.0,1.0,1,11,0,0,1,0,0,0,21.0,8.0,0,4,0
IA,0,27,23.0,4.0,1,17,1,1,1,0,0,0,32.0,17.0,0,4,0
IA,1,30,21.0,9.0,1,12,2,0,0,0,0,0,31.0,15.0,0,4,0
IA,0,41,26.0,15.0,1,8,1,0,1,0,0,0,43.0,10.0,0,4,0
IA,1,47,27.0,20.0,1,0,0,0,1,1,1,0,56.0,3.0,0,2,0
IA,0,38,14.0,24.0,1,9,0,0,1,1,0,0,51.0,9.0,0,4,0
IA,0,48,20.0,28.0,1,8,0,0,0,0,0,0,59.0,10.0,0,4,0
IA,0,29,14.0,15.0,1,0,1,0,0,0,0,0,35.0,0.0,0,1,0
IA,0,24,21.0,3.0,1,15,1,0,0,0,0,0,26.0,10.0,0,4,0
IA,0,27,21.0,5.0,1,15,1,0,1,1,0,0,31.0,9.0,0,4,0
IA,0,24,18.0,6.0,0,15,1,0,1,1,0,0,29.0,16.0,0,3,0
IA,0,28,21.0,6.0,0,18,2,0,1,1,0,0,28.0,15.0,0,4,1
IA,0,38,21.0,16.0,0,17,0,1,1,1,0,0,35.0,17.0,0,4,0
IA,0,28,19.0,8.0,0,10,1,0,1,1,0,0,30.0,12.0,0,3,0
IA,0,48,22.0,25.0,0,0,0,1,1,1,0,0,51.0,0.0,0,1,0
IA,0,21,19.0,2.0,0,5,1,0,1,0,0,0,28.0,19.0,0,2,0
IA,0,22,22.0,0.0,0,16,0,0,1,1,0,0,25.0,17.0,0,4,0
IA,0,29,15.0,13.0,0,0,1,1,0,0,0,1,33.0,0.0,0,0,0
IA,0,28,16.0,11.0,0,9,0,0,0,0,1,1,29.0,9.0,0,2,0
IA,0,35,25.0,10.0,0,8,0,0,1,1,1,0,41.0,0.0,0,2,0
IA,0,43,31.0,11.0,0,0,2,0,1,1,1,0,44.0,0.0,0,0,0
IA,1,36,17.0,18.0,0,0,1,0,0,0,0,1,39.0,9.0,0,1,0
IA,0,37,19.0,18.0,0,0,0,0,0,0,1,0,40.0,15.0,0,1,0
IA,1,30,21.0,8.0,0,0,4,0,0,0,0,1,26.0,0.0,0,2,0
IA,1,45,18.0,27.0,0,7,0,1,0,0,0,0,53.0,7.0,0,2,0
IA,0,46,24.0,21.0,0,0,0,1,0,0,1,1,40.0,5.0,0,2,0
IA,1,27,20.0,7.0,0,0,0,1,0,0,1,0,32.0,0.0,0,2,0
IA,0,31,29.0,2.0,1,20,1,0,0,0,1,0,31.0,17.0,0,4,0
IA,0,32,20.0,11.0,1,16,1,0,1,1,0,0,35.0,17.0,0,4,0
IA,0,37,21.0,15.0,1,12,1,0,0,0,1,0,41.0,15.0,0,4,1
IA,0,30,24.0,5.0,1,15,1,0,1,1,1,0,33.0,16.0,0,4,0
IA,0,35,19.0,16.0,1,15,0,0,1,1,1,0,43.0,18.0,0,4,0
IA,0,29,17.0,12.0,1,7,1,0,1,0,0,0,33.0,10.0,0,4,0
IA,0,49,25.0,23.0,0,0,0,0,0,0,0,0,51.0,12.0,0,3,0
IA,1,46,18.0,28.0,0,0,0,0,1,1,0,0,51.0,10.0,0,3,0
IA,0,26,16.0,10.0,0,0,3,0,0,0,0,0,32.0,5.0,0,0,0
IA,0,35,24.0,11.0,0,0,1,0,0,0,1,1,35.0,9.0,1,1,0
IA,0,49,17.0,32.0,0,7,0,0,0,0,0,0,51.0,9.0,0,4,0
IA,0,36,18.0,18.0,0,12,0,0,1,0,0,1,43.0,13.0,0,3,0
IA,0,22,17.0,5.0,0,0,2,0,0,0,0,0,25.0,5.0,0,2,0
IA,0,43,17.0,25.0,0,0,0,0,0,0,0,0,45.0,9.0,0,2,0
IA,0,27,27.0,0.0,0,12,0,0,0,0,1,0,27.0,14.0,0,3,0
IA,0,21,20.0,0.0,0,11,0,0,0,0,0,0,29.0,10.0,0,3,0
IA,0,26,15.0,10.0,0,10,0,0,0,0,0,0,37.0,12.0,1,2,0
IA,0,28,17.0,11.0,0,9,0,0,0,0,0,0,40.0,9.0,0,2,0
IA,0,33,19.0,14.0,0,9,0,1,0,0,0,0,37.0,14.0,1,4,0
IA,0,35,21.0,13.0,0,17,0,0,0,0,0,0,45.0,13.0,0,4,0
IA,0,23,19.0,3.0,0,15,2,0,0,0,0,0,33.0,10.0,0,2,0
IA,0,24,16.0,7.0,0,10,2,0,0,0,0,0,40.0,9.0,0,2,0
IA,0,40,14.0,26.0,1,0,0,1,0,0,1,0,45.0,0.0,1,0,0
IA,0,30,18.0,11.0,1,6,1,0,0,0,0,0,35.0,9.0,0,3,0
IA,0,28,24.0,3.0,1,9,1,0,0,0,0,0,29.0,10.0,0,3,0
IA,0,25,20.0,5.0,1,5,2,0,0,0,0,0,35.0,8.0,0,3,0
IA,0,29,22.0,6.0,1,10,0,0,0,0,0,0,31.0,15.0,0,3,0
IA,0,37,24.0,13.0,1,13,0,1,0,0,0,0,42.0,4.0,0,3,0
IA,0,48,20.0,28.0,1,5,0,0,1,0,1,0,50.0,5.0,0,4,0
IA,0,32,19.0,13.0,1,12,0,1,1,0,0,0,35.0,12.0,0,4,0
IA,0,40,28.0,12.0,1,10,0,1,1,0,0,0,45.0,10.0,0,4,0
IA,0,29,24.0,5.0,1,12,1,1,0,0,0,0,33.0,17.0,0,4,0
IA,0,30,24.0,6.0,1,12,2,0,1,0,0,0,30.0,15.0,0,4,0
IA,0,35,24.0,11.0,1,10,1,1,0,0,0,0,37.0,10.0,0,4,0
IA,0,32,21.0,11.0,1,12,1,0,1,0,1,0,32.0,10.0,0,4,0
IA,0,35,24.0,10.0,1,14,1,1,0,0,0,0,33.0,9.0,0,4,0
IA,0,29,28.0,1.0,1,10,0,1,1,1,1,0,28.0,9.0,0,4,0
IA,0,40,26.0,14.0,1,8,0,0,1,1,1,0,38.0,8.0,0,4,0
IA,0,21,17.0,4.0,0,10,2,0,0,0,0,0,23.0,5.0,0,1,0
IA,0,21,17.0,4.0,0,6,1,0,0,0,0,0,26.0,8.0,0,0,0
IA,0,40,16.0,23.0,0,0,0,0,0,0,0,0,43.0,11.0,0,1,0
IA,0,47,16.0,31.0,0,2,0,0,0,0,1,0,64.0,4.0,0,0,0
IA,0,45,17.0,27.0,0,0,1,1,0,0,0,1,47.0,9.0,0,0,0
IA,0,37,19.0,18.0,0,0,0,1,0,0,0,0,47.0,0.0,0,1,0
IA,0,31,18.0,13.0,0,12,0,0,0,0,0,1,34.0,13.0,0,3,0
IA,0,38,19.0,18.0,0,9,0,1,0,0,0,0,41.0,7.0,0,1,0
IA,0,24,20.0,3.0,0,9,0,0,0,0,0,0,30.0,15.0,1,2,0
IA,0,44,12.0,31.0,0,0,0,1,0,0,0,0,47.0,0.0,0,1,0
IA,0,46,23.0,22.0,0,0,2,1,0,0,0,1,46.0,2.0,1,0,0
IA,0,42,14.0,27.0,0,0,0,1,1,0,0,0,44.0,0.0,0,0,0
IA,0,27,15.0,12.0,0,0,1,1,0,0,0,0,30.0,0.0,1,0,0
IA,0,34,13.0,21.0,0,0,0,1,0,0,0,0,39.0,5.0,0,0,0
IA,0,20,16.0,4.0,0,9,2,0,0,0,0,0,24.0,0.0,0,0,0
IA,0,40,19.0,20.0,0,0,0,1,0,0,0,0,43.0,0.0,0,0,0
IA,0,34,18.0,16.0,1,10,0,1,1,0,1,0,34.0,9.0,0,4,0
IA,0,32,16.0,15.0,1,11,0,1,0,0,1,0,34.0,12.0,0,4,0
IA,0,39,25.0,13.0,1,15,0,0,1,1,0,0,43.0,15.0,0,4,1
IA,0,35,26.0,8.0,1,16,0,0,0,0,1,0,31.0,16.0,0,3,0
IA,0,35,21.0,14.0,1,10,0,0,0,0,0,0,36.0,10.0,0,4,0
IA,0,42,22.0,19.0,1,10,0,0,0,0,1,0,49.0,12.0,0,4,0
IA,0,41,20.0,21.0,1,7,0,1,1,1,0,0,40.0,9.0,0,4,0
IA,0,34,20.0,14.0,1,7,0,1,0,0,1,1,38.0,9.0,1,2,0
IA,0,49,15.0,33.0,1,0,0,0,1,1,0,0,55.0,10.0,0,4,0
IA,1,19,17.0,2.0,1,11,1,0,1,1,0,0,22.0,2.0,0,1,0
IA,1,33,17.0,16.0,1,7,0,0,1,1,0,0,40.0,7.0,0,4,0
IA,0,38,17.0,21.0,1,0,1,0,0,0,0,0,41.0,5.0,0,3,0
IA,0,31,21.0,10.0,1,10,1,1,0,0,0,0,35.0,7.0,0,3,0
IA,0,34,18.0,16.0,1,0,0,0,1,1,0,0,37.0,7.0,0,4,0
IA,0,32,18.0,14.0,1,0,1,0,0,0,0,0,34.0,6.0,0,3,0
IA,1,22,14.0,7.0,1,0,5,0,0,0,0,0,25.0,0.0,0,1,0
IA,0,22,19.0,3.0,1,7,1,0,0,0,0,0,23.0,6.0,0,2,0
IA,1,25,15.0,10.0,1,7,2,0,0,0,1,0,30.0,10.0,0,2,0
IA,1,31,20.0,11.0,1,0,0,0,1,1,0,0,22.0,0.0,1,0,0
IA,0,27,10.0,16.0,1,5,0,0,0,0,0,0,95.0,4.0,0,3,0
IA,0,17,14.0,3.0,1,0,0,0,1,1,1,0,21.0,10.0,0,2,0
IA,0,29,15.0,14.0,1,7,2,0,0,0,0,0,35.0,2.0,0,1,0
IA,0,32,27.0,4.0,0,11,1,0,1,1,0,0,26.0,9.0,0,3,0
IA,0,39,22.0,17.0,0,6,0,1,0,0,0,0,41.0,13.0,0,2,0
IA,0,38,21.0,17.0,0,5,0,0,0,0,0,0,42.0,9.0,0,2,0
IA,0,29,24.0,5.0,0,17,1,1,1,1,0,0,31.0,15.0,0,4,0
IA,0,32,23.0,9.0,0,8,1,0,1,1,0,0,31.0,15.0,0,3,0
IA,0,38,19.0,18.0,1,6,1,1,0,0,1,0,46.0,4.0,0,3,0
IA,0,23,20.0,2.0,1,17,1,0,0,0,0,0,23.0,16.0,0,4,0
IA,0,20,19.0,1.0,1,11,1,0,0,0,1,1,28.0,5.0,0,3,0
IA,0,31,20.0,10.0,1,9,1,0,1,1,0,0,34.0,7.0,0,4,0
IA,0,48,22.0,25.0,1,15,0,1,0,0,0,0,54.0,15.0,0,4,0
IA,0,37,20.0,17.0,1,12,0,0,1,1,0,0,45.0,9.0,0,4,0
IA,0,25,19.0,5.0,1,8,2,0,1,1,0,0,27.0,10.0,0,3,0
IA,0,24,20.0,4.0,1,8,1,0,0,0,0,0,32.0,7.0,0,3,0
IA,0,45,18.0,26.0,1,4,1,1,0,0,1,0,55.0,0.0,0,2,0
IA,0,42,19.0,22.0,0,0,1,0,0,0,0,0,41.0,4.0,0,2,0
IA,0,25,20.0,5.0,0,9,1,0,0,0,0,1,35.0,4.0,0,1,0
IA,0,40,13.0,26.0,0,0,1,0,0,0,0,0,42.0,8.0,0,3,0
IA,0,32,19.0,13.0,0,8,0,0,0,0,0,0,35.0,9.0,0,3,0
IA,0,41,12.0,29.0,0,6,0,0,0,0,0,0,49.0,9.0,0,3,0
IA,0,34,21.0,13.0,0,9,1,0,0,0,1,0,39.0,10.0,0,3,0
IA,1,45,11.0,34.0,1,0,1,0,0,0,0,0,50.0,4.0,0,3,0
IA,1,23,18.0,4.0,1,12,1,0,0,0,1,0,27.0,9.0,0,3,0
IA,0,33,19.0,13.0,1,7,1,0,0,0,0,0,36.0,6.0,0,4,0
IA,0,27,14.0,13.0,1,4,1,0,0,0,0,0,30.0,4.0,0,4,0
IA,1,30,14.0,16.0,1,4,0,1,0,0,1,0,38.0,9.0,0,3,0
IA,1,47,18.0,29.0,1,9,0,0,0,0,0,0,49.0,10.0,1,3,0
IA,0,34,20.0,13.0,1,9,0,0,1,0,1,0,42.0,11.0,1,3,0
IA,1,37,11.0,25.0,1,9,0,0,0,0,1,1,40.0,10.0,0,2,0
IA,1,38,21.0,17.0,1,13,1,1,0,0,1,1,38.0,10.0,1,3,0
IA,0,40,11.0,28.0,1,1,0,0,1,1,1,0,45.0,8.0,1,2,0
IA,0,26,26.0,0.0,1,12,0,0,0,0,1,0,25.0,10.0,0,3,0
IA,1,40,12.0,27.0,1,0,0,1,1,0,0,0,45.0,5.0,1,2,0
IA,0,29,21.0,8.0,0,0,3,1,0,0,0,0,30.0,5.0,0,1,0
IA,0,33,14.0,18.0,0,3,0,1,0,0,1,1,40.0,9.0,0,1,0
IA,1,29,18.0,10.0,0,6,3,0,1,1,0,0,35.0,12.0,0,2,0
IA,1,45,22.0,23.0,0,2,0,0,1,0,1,0,47.0,15.0,0,4,0
IA,0,29,19.0,10.0,0,6,2,0,1,1,0,0,30.0,14.0,0,2,0
IA,1,41,18.0,23.0,0,0,2,0,0,0,1,1,51.0,0.0,0,1,0
IA,0,32,18.0,13.0,0,3,1,1,0,0,1,0,35.0,5.0,0,1,0
IA,0,38,21.0,16.0,1,9,0,1,1,1,0,0,41.0,9.0,1,2,0
IA,1,38,30.0,8.0,1,5,1,0,0,0,0,1,30.0,9.0,0,3,0
IA,1,40,20.0,19.0,1,9,0,1,0,0,1,1,36.0,7.0,1,2,0
IA,1,37,20.0,16.0,1,9,0,1,0,0,1,0,34.0,9.0,0,3,0
IA,0,28,15.0,12.0,1,9,0,0,0,0,0,0,38.0,14.0,0,3,0
IA,0,42,22.0,19.0,1,15,0,1,1,1,0,0,42.0,10.0,0,4,0
IA,1,25,17.0,7.0,1,5,0,0,0,0,1,1,35.0,5.0,0,4,0
IA,0,47,17.0,30.0,1,0,0,0,0,0,0,0,49.0,5.0,0,4,0
IA,0,18,18.0,0.0,1,11,0,0,0,0,0,0,18.0,11.0,0,3,0
IA,0,25,21.0,4.0,1,10,2,0,0,0,0,0,28.0,14.0,0,4,1
